timestamp,batchTime,transformTime,bulkTime
1561390584,0.0062899589538574,0.0003809928894043,0.021368980407715
1561390584,0.0047001838684082,0.00011396408081055,0.013388872146606
1561390584,0.004133939743042,0.00011396408081055,0.013746023178101
1561390584,0.0055539608001709,0.00015783309936523,0.015861034393311
1561390584,0.0042321681976318,9.608268737793E-5,0.010810852050781
1561390584,0.0067658424377441,0.00023579597473145,0.018392086029053
1561390584,0.0057699680328369,0.0002288818359375,0.01580810546875
1561390584,0.004237174987793,0.00011396408081055,0.013499975204468
1561390584,0.0066530704498291,0.00018191337585449,0.013159036636353
1561390584,0.0062668323516846,0.00029492378234863,0.019962072372437
1561390584,0.0058820247650146,0.00015091896057129,0.015148162841797
1561390584,0.00531005859375,0.00014996528625488,0.013536930084229
1561390584,0.0071630477905273,0.00023007392883301,0.020704030990601
1561390584,0.0035028457641602,8.2969665527344E-5,0.0087358951568604
1561390584,0.0048010349273682,0.0001370906829834,0.012794971466064
1561390584,0.0058369636535645,0.00015687942504883,0.015497922897339
1561390584,0.0053329467773438,0.00011301040649414,0.011301040649414
1561390584,0.0049259662628174,0.00018501281738281,0.014682054519653
1561390584,0.00661301612854,0.00021100044250488,0.01628303527832
1561390584,0.0065610408782959,0.00016212463378906,0.016073942184448
1561390584,0.0058960914611816,0.0001981258392334,0.016276836395264
1561390584,0.0057368278503418,0.00026392936706543,0.018075942993164
1561390584,0.0061399936676025,0.00015807151794434,0.015982866287231
1561390584,0.0042040348052979,9.3936920166016E-5,0.010379076004028
1561390584,0.0044729709625244,0.00017595291137695,0.013003826141357
1561390584,0.0036740303039551,0.00010299682617188,0.011216878890991
1561390584,0.0044219493865967,0.00015497207641602,0.012889862060547
1561390584,0.0059370994567871,0.00021886825561523,0.015722990036011
1561390584,0.0048589706420898,0.00016093254089355,0.012889862060547
1561390584,0.0040152072906494,0.00011086463928223,0.0098698139190674
1561390584,0.0053689479827881,0.00016117095947266,0.016429901123047
1561390584,0.0055677890777588,0.00012493133544922,0.012872934341431
1561390585,0.005357027053833,0.00013899803161621,0.014207124710083
1561390585,0.0054931640625,0.0001368522644043,0.013564109802246
1561390585,0.0049169063568115,0.00010108947753906,0.010815858840942
1561390585,0.0041408538818359,0.00014996528625488,0.011756896972656
1561390585,0.006072998046875,0.00015377998352051,0.013804912567139
1561390585,0.0060269832611084,0.00017809867858887,0.015399932861328
1561390585,0.0056009292602539,0.00025320053100586,0.016438007354736
1561390585,0.0053770542144775,0.00016021728515625,0.013024806976318
1561390585,0.0041019916534424,0.00011396408081055,0.011420011520386
1561390585,0.007256031036377,0.00016188621520996,0.014919996261597
1561390585,0.0028369426727295,4.7922134399414E-5,0.0063650608062744
1561390585,0.0039548873901367,0.00013589859008789,0.011564016342163
1561390585,0.0047030448913574,0.00014185905456543,0.013599157333374
1561390585,0.0063209533691406,0.0002439022064209,0.015971183776855
1561390585,0.0047609806060791,9.9897384643555E-5,0.0096099376678467
1561390585,0.0043511390686035,0.0001368522644043,0.012418031692505
1561390585,0.0048940181732178,0.00012993812561035,0.012078046798706
1561390585,0.0062229633331299,0.0001528263092041,0.014446973800659
1561390585,0.0060291290283203,0.00019407272338867,0.018538951873779
1561390585,0.0052139759063721,0.00018811225891113,0.016811847686768
1561390585,0.0054459571838379,0.00014209747314453,0.011764764785767
1561390585,0.0043628215789795,0.00014019012451172,0.013325929641724
1561390585,0.0036540031433105,7.3909759521484E-5,0.010329961776733
1561390585,0.0067307949066162,0.00024700164794922,0.019336938858032
1561390585,0.0057671070098877,0.00016903877258301,0.016094923019409
1561390585,0.006026029586792,0.00022602081298828,0.018367052078247
1561390585,0.0044081211090088,0.00012898445129395,0.011231899261475
1561390585,0.0043411254882812,0.00014495849609375,0.013643980026245
1561390585,0.0055761337280273,0.00016903877258301,0.013601064682007
1561390585,0.0052878856658936,0.0001518726348877,0.013402938842773
